
Transactions Submitted
Transaction ID,Client Ref 2,Action Date,Instalment,Service Type,Instalments,Account Name,Value,Frequency,

Cancelled
Transaction ID,Client Ref 2,Action Date,Instalment,Service Type,Instalments,Account Name,Value,Frequency,

InProgress
Transaction ID,Client Ref 2,Action Date,Instalment,Service Type,Instalments,Account Name,Value,Frequency,

Failed
Transaction ID,Client Ref 2,Action Date,Instalment,Service Type,Instalments,Account Name,Value,Frequency,Reason Code,

Future
Transaction ID,Client Ref 2,Action Date,Instalment,Service Type,Instalments,Account Name,Value,Frequency,
9995439,3286,2018/04/30,2,2 Day Debit,2,T,300.00,3,
9916038,3009,2018/04/30,2,2 Day Debit,2,N,200.00,3,
10353407,5292,2018/04/30,1,2 Day Debit,1,S,119.00,3,
10353858,5489,2018/04/30,1,2 Day Debit,3,P,295.00,3,
9995339,2920,2018/04/30,2,2 Day Debit,2,N,301.00,3,
10353875,3932,2018/04/30,1,2 Day Debit,3,A,300.00,3,
9919395,5125,2018/04/30,2,2 Day Debit,2,Z,300.00,3,
9995453,3652,2018/04/30,2,2 Day Debit,2,X,88.00,3,
10353775,3523,2018/04/30,1,2 Day Debit,3,N,250.00,3,
9954074,2527,2018/04/30,2,2 Day Debit,2,N,201.00,3,
9921753,4488,2018/04/30,2,2 Day Debit,2,G,100.00,3,
9995522,3592,2018/04/30,2,2 Day Debit,2,N,295.00,3,
9921836,4330,2018/04/30,2,2 Day Debit,2,Z,150.00,3,
9938029,3622,2018/04/30,2,2 Day Debit,2,N,183.00,3,
9994971,4351,2018/04/30,2,2 Day Debit,3,N,300.00,3,
9939957,3461,2018/04/30,2,2 Day Debit,2,N,202.00,3,
9995152,4927,2018/04/30,2,2 Day Debit,3,N,300.00,3,
10353063,2142,2018/04/30,1,2 Day Debit,1,N,255.00,3,
10353120,3926,2018/04/30,1,2 Day Debit,1,T,300.00,3,
8351630,3015,2018/04/30,5,2 Day Debit,5,Z,200.00,3,
9995109,2269,2018/04/30,2,2 Day Debit,2,T,170.00,3,
10353020,2359,2018/04/30,1,2 Day Debit,1,A,239.00,3,
10353177,5243,2018/04/30,1,2 Day Debit,1,N,301.00,3,
9916057,4550,2018/04/30,2,2 Day Debit,2,G,307.00,3,
9952457,2783,2018/04/30,2,2 Day Debit,3,N,285.00,3,
10353077,2114,2018/04/30,1,2 Day Debit,1,N,300.00,3,
10353488,4100,2018/04/30,1,2 Day Debit,1,T,295.00,3,
9915943,5441,2018/04/30,2,2 Day Debit,2,E,370.00,3,
10353388,4822,2018/04/30,1,2 Day Debit,2,N,250.00,3,
10353545,5392,2018/04/30,1,2 Day Debit,1,V,300.00,3,
8350637,2893,2018/04/30,5,2 Day Debit,5,T,130.00,3,
10353445,4580,2018/04/30,1,2 Day Debit,1,N,50.00,3,
9922902,3676,2018/04/30,2,2 Day Debit,2,V,200.00,3,
10353856,5486,2018/04/30,1,2 Day Debit,3,L,153.00,3,
9954454,2496,2018/04/30,2,2 Day Debit,2,N,300.00,3,
10353502,2458,2018/04/30,1,2 Day Debit,2,P,300.00,3,
9995434,3259,2018/04/30,2,2 Day Debit,2,M,214.00,3,
10353742,5036,2018/04/30,1,2 Day Debit,3,R,105.00,3,
10353191,2635,2018/04/30,1,2 Day Debit,1,V,51.00,3,
10353642,4170,2018/04/30,1,2 Day Debit,2,N,300.00,3,
10353091,2099,2018/04/30,1,2 Day Debit,1,N,300.00,3,
10353659,2336,2018/04/30,1,2 Day Debit,3,N,50.00,3,
10354110,2583,2018/04/30,1,2 Day Debit,3,Z,153.00,3,
10353559,5375,2018/04/30,1,2 Day Debit,1,S,302.00,3,
10354010,5551,2018/04/30,1,2 Day Debit,3,S,300.00,3,
9946887,3287,2018/04/30,2,2 Day Debit,3,N,250.00,3,
9948528,3154,2018/04/30,2,2 Day Debit,3,N,183.00,3,
9955176,2351,2018/04/30,2,2 Day Debit,3,L,428.00,3,
10353459,3971,2018/04/30,1,2 Day Debit,2,T,300.00,3,
10354027,3872,2018/04/30,1,2 Day Debit,3,N,153.00,3,
10353927,4118,2018/04/30,1,2 Day Debit,3,N,237.00,3,
9916807,5214,2018/04/30,2,2 Day Debit,2,T,157.00,3,
10353573,5358,2018/04/30,1,2 Day Debit,1,B,300.00,3,
9995520,3575,2018/04/30,2,2 Day Debit,2,N,295.00,3,
10353827,5506,2018/04/30,1,2 Day Debit,3,M,250.00,3,
8777875,3482,2018/04/30,4,2 Day Debit,5,W,150.00,3,
9915922,5435,2018/04/30,2,2 Day Debit,2,G,350.00,3,
9921805,4427,2018/04/30,2,2 Day Debit,2,N,200.00,3,
9946973,3262,2018/04/30,2,2 Day Debit,3,N,200.00,3,
9953307,2707,2018/04/30,2,2 Day Debit,3,G,253.00,3,
9994969,4357,2018/04/30,2,2 Day Debit,2,N,302.00,3,
9995420,3131,2018/04/30,2,2 Day Debit,2,Z,153.00,3,
10354041,2217,2018/04/30,1,2 Day Debit,3,M,51.00,3,
9426158,2051,2018/04/30,3,2 Day Debit,3,M,201.00,3,
9921183,4998,2018/04/30,2,2 Day Debit,2,T,150.00,3,
9994869,4654,2018/04/30,2,2 Day Debit,2,N,300.00,3,
9995320,2942,2018/04/30,2,2 Day Debit,4,V,302.00,3,
10353941,2880,2018/04/30,1,2 Day Debit,3,B,237.00,3,
9921437,4772,2018/04/30,2,2 Day Debit,2,V,250.00,3,
9995337,2893,2018/04/30,2,2 Day Debit,3,F,50.00,3,
9952068,2982,2018/04/30,2,2 Day Debit,3,N,298.00,3,
9955361,2452,2018/04/30,2,2 Day Debit,4,N,201.00,3,
9994988,4331,2018/04/30,2,2 Day Debit,3,P,100.00,3,
10352956,2863,2018/04/30,1,2 Day Debit,3,Z,301.00,3,
9947474,3251,2018/04/30,2,2 Day Debit,3,N,201.00,3,
9994905,4426,2018/04/30,2,2 Day Debit,2,M,300.00,3,
9995356,2954,2018/04/30,2,2 Day Debit,2,N,301.00,3,
10352856,3537,2018/04/30,1,2 Day Debit,1,N,295.00,3,
9995102,2225,2018/04/30,2,2 Day Debit,2,N,300.00,3,
9923023,3651,2018/04/30,2,2 Day Debit,2,M,300.00,3,
9994805,4886,2018/04/30,2,2 Day Debit,3,B,301.00,3,
10352873,3444,2018/04/30,1,2 Day Debit,1,M,69.00,3,
10353324,5052,2018/04/30,1,2 Day Debit,2,N,250.00,3,
9954525,2405,2018/04/30,2,2 Day Debit,2,N,100.00,3,
8358103,3350,2018/04/30,5,2 Day Debit,5,L,150.00,3,
10353224,5125,2018/04/30,1,2 Day Debit,1,Z,301.00,3,
8350984,2951,2018/04/30,5,2 Day Debit,5,C,160.00,3,
9955430,2491,2018/04/30,2,2 Day Debit,3,L,201.00,3,
8350630,2893,2018/04/30,5,2 Day Debit,5,T,110.00,3,
9922287,4076,2018/04/30,2,2 Day Debit,2,N,285.00,3,
10353241,2095,2018/04/30,1,2 Day Debit,1,N,300.00,3,
10353692,2451,2018/04/30,1,2 Day Debit,4,P,170.00,3,
10353141,5337,2018/04/30,1,2 Day Debit,1,T,301.00,3,
10353592,4459,2018/04/30,1,2 Day Debit,1,S,301.00,3,
9922320,4059,2018/04/30,2,2 Day Debit,2,N,202.00,3,
9952386,2858,2018/04/30,2,2 Day Debit,3,G,400.00,3,
10353609,2039,2018/04/30,1,2 Day Debit,1,S,50.00,3,
10354060,2915,2018/04/30,1,2 Day Debit,3,N,295.00,3,
9952486,2760,2018/04/30,2,2 Day Debit,3,D,200.00,3,
10353509,2483,2018/04/30,1,2 Day Debit,2,N,300.00,3,
10353960,3111,2018/04/30,1,2 Day Debit,3,A,153.00,3,
9921755,4488,2018/04/30,2,2 Day Debit,2,G,137.00,3,
9922774,3750,2018/04/30,2,2 Day Debit,2,I,200.00,3,
10354143,3881,2018/04/30,1,2 Day Debit,3,S,250.00,3,
9916755,5303,2018/04/30,2,2 Day Debit,2,N,350.00,3,
9921736,4509,2018/04/30,2,2 Day Debit,2,N,200.00,3,
9995539,3919,2018/04/30,2,2 Day Debit,2,A,300.00,3,
10353158,5326,2018/04/30,1,2 Day Debit,2,N,300.00,3,
8777956,3682,2018/04/30,4,2 Day Debit,4,N,240.00,3,
9953388,2626,2018/04/30,2,2 Day Debit,2,P,101.00,3,
10353058,5158,2018/04/30,1,2 Day Debit,2,K,300.00,3,
10353272,2878,2018/04/30,1,2 Day Debit,1,M,301.00,3,
8777842,3413,2018/04/30,4,2 Day Debit,4,X,200.00,3,
9995104,2229,2018/04/30,2,2 Day Debit,3,N,300.00,3,
10353526,2668,2018/04/30,1,2 Day Debit,2,A,88.00,3,
10353172,5276,2018/04/30,1,2 Day Debit,1,N,7.00,3,
10352975,2707,2018/04/30,1,2 Day Debit,1,G,153.00,3,
10353426,4698,2018/04/30,1,2 Day Debit,1,T,295.00,3,
10353072,2119,2018/04/30,1,2 Day Debit,1,Z,300.00,3,
10352875,3439,2018/04/30,1,2 Day Debit,1,V,153.00,3,
10353640,4219,2018/04/30,1,2 Day Debit,1,N,292.00,3,
9916069,2108,2018/04/30,2,2 Day Debit,2,W,210.00,3,
9939570,3493,2018/04/30,2,2 Day Debit,2,N,285.00,3,
10353894,5531,2018/04/30,1,2 Day Debit,3,N,250.00,3,
10353089,2111,2018/04/30,1,2 Day Debit,1,A,300.00,3,
10353540,5397,2018/04/30,1,2 Day Debit,1,S,300.00,3,
9922389,3922,2018/04/30,2,2 Day Debit,2,N,251.00,3,
9922840,3703,2018/04/30,2,2 Day Debit,2,V,178.00,3,
10353794,4352,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9955195,2361,2018/04/30,2,2 Day Debit,4,G,151.00,3,
10352989,2610,2018/04/30,1,2 Day Debit,1,C,255.00,3,
10353440,4629,2018/04/30,1,2 Day Debit,1,N,83.00,3,
9915955,3872,2018/04/30,2,2 Day Debit,2,N,200.00,3,
10354008,5548,2018/04/30,1,2 Day Debit,3,F,300.00,3,
9920050,5082,2018/04/30,2,2 Day Debit,2,N,157.00,3,
10354025,4588,2018/04/30,1,2 Day Debit,3,N,100.00,3,
9953373,2653,2018/04/30,2,2 Day Debit,3,M,254.00,3,
9956550,2645,2018/04/30,2,2 Day Debit,4,N,221.00,3,
10353925,2127,2018/04/30,1,2 Day Debit,3,N,186.00,3,
9994972,4351,2018/04/30,2,2 Day Debit,3,N,50.00,3,
9919345,5197,2018/04/30,2,2 Day Debit,2,N,150.00,3,
9946839,3312,2018/04/30,2,2 Day Debit,3,N,251.00,3,
8350982,2951,2018/04/30,5,2 Day Debit,5,C,150.00,3,
9955163,2336,2018/04/30,2,2 Day Debit,3,N,200.00,3,
10352940,3080,2018/04/30,1,2 Day Debit,1,S,37.00,3,
10352840,3606,2018/04/30,1,2 Day Debit,1,Z,300.00,3,
9921218,4978,2018/04/30,2,2 Day Debit,2,V,301.00,3,
10353635,4239,2018/04/30,1,2 Day Debit,2,H,88.00,3,
10354086,5561,2018/04/30,1,2 Day Debit,3,N,214.00,3,
9922261,4116,2018/04/30,2,2 Day Debit,2,N,365.00,3,
10353535,5423,2018/04/30,1,2 Day Debit,1,N,301.00,3,
9995482,3845,2018/04/30,2,2 Day Debit,2,L,88.00,3,
10354103,5580,2018/04/30,1,2 Day Debit,3,N,50.00,3,
9939679,3461,2018/04/30,2,2 Day Debit,2,N,201.00,3,
9954485,2450,2018/04/30,2,2 Day Debit,2,L,251.00,3,
9955387,2457,2018/04/30,2,2 Day Debit,4,Z,221.00,3,
10354003,5542,2018/04/30,1,2 Day Debit,3,A,100.00,3,
9921829,4397,2018/04/30,2,2 Day Debit,2,Z,301.00,3,
9994893,4483,2018/04/30,2,2 Day Debit,3,K,295.00,3,
6158446,2815,2018/04/30,9,2 Day Debit,13,A,294.60,3,
9922897,3678,2018/04/30,2,2 Day Debit,2,N,338.00,3,
9949352,3103,2018/04/30,2,2 Day Debit,3,Z,150.00,3,
9952077,2982,2018/04/30,2,2 Day Debit,3,N,319.00,3,
9916028,5150,2018/04/30,2,2 Day Debit,2,F,370.00,3,
9995112,2272,2018/04/30,2,2 Day Debit,3,N,89.00,3,
9995563,3953,2018/04/30,2,2 Day Debit,3,T,301.00,3,
9955251,2442,2018/04/30,2,2 Day Debit,2,K,200.00,3,
10353080,3552,2018/04/30,1,2 Day Debit,1,K,295.00,3,
10353531,2739,2018/04/30,1,2 Day Debit,1,N,295.00,3,
9952428,2796,2018/04/30,2,2 Day Debit,3,N,300.00,3,
10352980,2663,2018/04/30,1,2 Day Debit,1,N,164.00,3,
9994927,4399,2018/04/30,2,2 Day Debit,3,N,295.00,3,
9995378,3013,2018/04/30,2,2 Day Debit,4,N,300.00,3,
10353548,5391,2018/04/30,1,2 Day Debit,1,N,210.00,3,
10353999,3336,2018/04/30,1,2 Day Debit,3,N,250.00,3,
9994827,4808,2018/04/30,2,2 Day Debit,2,B,100.00,3,
10352997,2527,2018/04/30,1,2 Day Debit,1,N,300.00,3,
10353448,4557,2018/04/30,1,2 Day Debit,1,P,300.00,3,
10353899,5540,2018/04/30,1,2 Day Debit,3,M,295.00,3,
9995295,2746,2018/04/30,2,2 Day Debit,3,B,300.00,3,
9922531,3825,2018/04/30,2,2 Day Debit,2,M,250.00,3,
10352897,3312,2018/04/30,1,2 Day Debit,1,N,300.00,3,
10353348,3594,2018/04/30,1,2 Day Debit,1,A,300.00,3,
10353916,2050,2018/04/30,1,2 Day Debit,3,V,300.00,3,
10352914,3238,2018/04/30,1,2 Day Debit,1,Z,295.00,3,
10353365,5428,2018/04/30,1,2 Day Debit,1,B,300.00,3,
10353816,4468,2018/04/30,1,2 Day Debit,3,N,301.00,3,
9995297,2747,2018/04/30,2,2 Day Debit,3,S,300.00,3,
9955436,2493,2018/04/30,2,2 Day Debit,3,L,151.00,3,
9995314,2818,2018/04/30,2,2 Day Debit,2,Z,150.00,3,
10352814,3787,2018/04/30,1,2 Day Debit,1,T,150.00,3,
10353293,5061,2018/04/30,1,2 Day Debit,1,A,300.00,3,
9916102,2542,2018/04/30,2,2 Day Debit,2,N,178.00,3,
10353547,5391,2018/04/30,1,2 Day Debit,1,N,300.00,3,
10353704,2761,2018/04/30,1,2 Day Debit,3,N,250.00,3,
9945439,3320,2018/04/30,2,2 Day Debit,3,M,200.00,3,
10353604,4315,2018/04/30,1,2 Day Debit,3,V,300.00,3,
10353761,2564,2018/04/30,1,2 Day Debit,3,L,250.00,3,
10354015,5554,2018/04/30,1,2 Day Debit,3,N,300.00,3,
10353661,2337,2018/04/30,1,2 Day Debit,3,M,170.00,3,
10353915,5382,2018/04/30,1,2 Day Debit,3,S,295.00,3,
10354072,2589,2018/04/30,1,2 Day Debit,3,N,237.00,3,
9922318,4059,2018/04/30,2,2 Day Debit,2,N,201.00,3,
10353972,4145,2018/04/30,1,2 Day Debit,3,N,301.00,3,
10354129,2688,2018/04/30,1,2 Day Debit,3,N,50.00,3,
10354029,3694,2018/04/30,1,2 Day Debit,3,C,153.00,3,
8777863,3479,2018/04/30,4,2 Day Debit,5,N,170.00,3,
9995368,2994,2018/04/30,2,2 Day Debit,2,N,50.00,3,
9995425,3192,2018/04/30,2,2 Day Debit,2,A,50.00,3,
9921482,4665,2018/04/30,2,2 Day Debit,2,B,200.00,3,
9995325,2843,2018/04/30,2,2 Day Debit,3,Z,17.00,3,
9921539,4643,2018/04/30,2,2 Day Debit,2,N,256.00,3,
9938169,3595,2018/04/30,2,2 Day Debit,2,N,338.00,3,
9995382,3015,2018/04/30,2,2 Day Debit,3,Z,300.00,3,
10352904,3279,2018/04/30,1,2 Day Debit,1,N,295.00,3,
9955406,2477,2018/04/30,2,2 Day Debit,2,B,151.00,3,
9921475,4698,2018/04/30,2,2 Day Debit,2,T,145.00,3,
9921632,4569,2018/04/30,2,2 Day Debit,2,N,145.00,3,
10352861,3525,2018/04/30,1,2 Day Debit,1,B,295.00,3,
9921264,4883,2018/04/30,2,2 Day Debit,2,N,137.00,3,
9994950,4377,2018/04/30,2,2 Day Debit,3,B,301.00,3,
10352918,3202,2018/04/30,1,2 Day Debit,1,N,300.00,3,
9921321,4832,2018/04/30,2,2 Day Debit,2,E,285.00,3,
9994850,4716,2018/04/30,2,2 Day Debit,2,N,295.00,3,
9995007,4266,2018/04/30,2,2 Day Debit,2,M,105.00,3,
10353329,4995,2018/04/30,1,2 Day Debit,2,F,300.00,3,
10352818,3758,2018/04/30,1,2 Day Debit,1,Z,83.00,3,
9916620,3819,2018/04/30,2,2 Day Debit,2,V,307.00,3,
9954570,2308,2018/04/30,2,2 Day Debit,2,N,420.00,3,
10353229,4499,2018/04/30,1,2 Day Debit,1,M,250.00,3,
10353129,3945,2018/04/30,1,2 Day Debit,1,M,304.00,3,
10353286,4214,2018/04/30,1,2 Day Debit,1,P,295.00,3,
10353697,2454,2018/04/30,1,2 Day Debit,4,O,300.00,3,
10353186,3965,2018/04/30,1,2 Day Debit,1,M,295.00,3,
10353343,3727,2018/04/30,1,2 Day Debit,1,N,301.00,3,
9995591,4026,2018/04/30,2,2 Day Debit,3,N,300.00,3,
10353756,4169,2018/04/30,1,2 Day Debit,3,N,300.00,3,
10353913,2462,2018/04/30,1,2 Day Debit,3,B,250.00,3,
9938435,3537,2018/04/30,2,2 Day Debit,2,N,100.00,3,
9995491,3408,2018/04/30,2,2 Day Debit,4,Z,170.00,3,
10353813,2016,2018/04/30,1,2 Day Debit,3,P,153.00,3,
10353970,4109,2018/04/30,1,2 Day Debit,3,N,250.00,3,
9922216,4235,2018/04/30,2,2 Day Debit,2,N,338.00,3,
10353870,3339,2018/04/30,1,2 Day Debit,3,N,300.00,3,
10354124,5209,2018/04/30,1,2 Day Debit,3,N,50.00,3,
9919376,5144,2018/04/30,2,2 Day Debit,2,B,138.00,3,
9995009,4258,2018/04/30,2,2 Day Debit,3,N,153.00,3,
10354181,5006,2018/04/30,1,2 Day Debit,3,M,300.00,3,
9921748,4498,2018/04/30,2,2 Day Debit,2,S,145.00,3,
9995577,3978,2018/04/30,2,2 Day Debit,3,P,300.00,3,
8777861,3479,2018/04/30,4,2 Day Debit,5,N,150.00,3,
9921791,4443,2018/04/30,2,2 Day Debit,2,L,300.00,3,
9947595,3193,2018/04/30,2,2 Day Debit,3,N,200.00,3,
9995477,3815,2018/04/30,2,2 Day Debit,4,N,88.00,3,
9995377,3011,2018/04/30,2,2 Day Debit,2,N,88.00,3,
9995534,3859,2018/04/30,2,2 Day Debit,3,W,300.00,3,
8351269,2996,2018/04/30,5,2 Day Debit,5,P,150.00,3,
9995589,4025,2018/04/30,2,2 Day Debit,4,T,300.00,3,
10352857,3537,2018/04/30,1,2 Day Debit,1,N,220.00,3,
10353308,5004,2018/04/30,1,2 Day Debit,1,N,78.00,3,
10353208,5107,2018/04/30,1,2 Day Debit,2,O,300.00,3,
8351685,3026,2018/04/30,5,2 Day Debit,5,P,150.00,3,
9995003,4272,2018/04/30,2,2 Day Debit,2,F,300.00,3,
9995454,3654,2018/04/30,2,2 Day Debit,4,Z,300.00,3,
9995354,2951,2018/04/30,2,2 Day Debit,3,C,300.00,3,
10353225,5125,2018/04/30,1,2 Day Debit,1,Z,47.00,3,
10353676,2413,2018/04/30,1,2 Day Debit,2,N,300.00,3,
9922353,4003,2018/04/30,2,2 Day Debit,2,N,150.00,3,
9995371,2996,2018/04/30,2,2 Day Debit,4,P,135.00,3,
10352871,3444,2018/04/30,1,2 Day Debit,1,M,302.00,3,
10353125,3945,2018/04/30,1,2 Day Debit,1,M,119.00,3,
10353576,5354,2018/04/30,1,2 Day Debit,1,N,301.00,3,
9922253,4147,2018/04/30,2,2 Day Debit,2,P,211.00,3,
10353339,4163,2018/04/30,1,2 Day Debit,2,N,237.00,3,
9922239,4219,2018/04/30,2,2 Day Debit,2,N,443.00,3,
9994872,4653,2018/04/30,2,2 Day Debit,3,Z,153.00,3,
10353593,4459,2018/04/30,1,2 Day Debit,1,S,214.00,3,
10354044,3679,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9916002,2136,2018/04/30,2,2 Day Debit,2,N,200.00,3,
10353239,4408,2018/04/30,1,2 Day Debit,1,A,210.00,3,
10353690,2448,2018/04/30,1,2 Day Debit,3,N,295.00,3,
9952502,2756,2018/04/30,2,2 Day Debit,3,N,300.00,3,
10353493,4013,2018/04/30,1,2 Day Debit,1,N,170.00,3,
10353944,4032,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9994986,4333,2018/04/30,2,2 Day Debit,3,N,50.00,3,
10353707,5164,2018/04/30,1,2 Day Debit,3,F,214.00,3,
10354158,4065,2018/04/30,1,2 Day Debit,3,N,153.00,3,
9995340,2920,2018/04/30,2,2 Day Debit,2,N,89.00,3,
10353961,3873,2018/04/30,1,2 Day Debit,3,N,290.00,3,
10353607,4313,2018/04/30,1,2 Day Debit,1,B,153.00,3,
10354058,5350,2018/04/30,1,2 Day Debit,3,N,300.00,3,
10353861,5491,2018/04/30,1,2 Day Debit,3,T,250.00,3,
10354075,2978,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9953323,2678,2018/04/30,2,2 Day Debit,3,N,210.00,3,
10353975,5345,2018/04/30,1,2 Day Debit,3,T,250.00,3,
9919278,5122,2018/04/30,2,2 Day Debit,2,L,178.00,3,
9921553,4620,2018/04/30,2,2 Day Debit,2,Z,150.00,3,
9916655,3930,2018/04/30,2,2 Day Debit,2,K,132.00,3,
9921185,4998,2018/04/30,2,2 Day Debit,2,T,157.00,3,
9955427,2483,2018/04/30,2,2 Day Debit,3,N,151.00,3,
10352990,2605,2018/04/30,1,2 Day Debit,1,X,295.00,3,
10354017,5554,2018/04/30,1,2 Day Debit,3,N,51.00,3,
9995313,2818,2018/04/30,2,2 Day Debit,2,Z,153.00,3,
10353583,4509,2018/04/30,1,2 Day Debit,1,N,153.00,3,
10354034,4086,2018/04/30,1,2 Day Debit,3,N,300.00,3,
10353032,2286,2018/04/30,1,2 Day Debit,1,E,300.00,3,
10353483,4172,2018/04/30,1,2 Day Debit,1,B,300.00,3,
10353934,2115,2018/04/30,1,2 Day Debit,3,S,153.00,3,
10352932,3103,2018/04/30,1,2 Day Debit,1,Z,300.00,3,
9995330,2869,2018/04/30,2,2 Day Debit,4,N,300.00,3,
10353951,4421,2018/04/30,1,2 Day Debit,3,G,295.00,3,
10352949,2982,2018/04/30,1,2 Day Debit,3,N,302.00,3,
10353400,5305,2018/04/30,1,2 Day Debit,1,N,37.00,3,
10353851,2298,2018/04/30,1,2 Day Debit,3,A,153.00,3,
9922462,3865,2018/04/30,2,2 Day Debit,2,M,200.00,3,
10353066,2134,2018/04/30,1,2 Day Debit,1,M,301.00,3,
10353517,2604,2018/04/30,1,2 Day Debit,4,N,300.00,3,
10353968,2500,2018/04/30,1,2 Day Debit,3,N,50.00,3,
9946979,3262,2018/04/30,2,2 Day Debit,3,N,178.00,3,
10352966,2760,2018/04/30,1,2 Day Debit,1,D,300.00,3,
10353417,4730,2018/04/30,1,2 Day Debit,1,M,105.00,3,
10353868,5499,2018/04/30,1,2 Day Debit,3,P,237.00,3,
8777967,3858,2018/04/30,4,2 Day Debit,4,W,200.00,3,
9921543,4629,2018/04/30,2,2 Day Debit,2,N,150.00,3,
9955054,2148,2018/04/30,2,2 Day Debit,2,T,210.00,3,
10353434,4650,2018/04/30,1,2 Day Debit,1,M,83.00,3,
10353885,5525,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9955154,2323,2018/04/30,2,2 Day Debit,4,N,201.00,3,
10352883,3350,2018/04/30,1,2 Day Debit,1,L,300.00,3,
10353334,4461,2018/04/30,1,2 Day Debit,1,S,250.00,3,
10353785,5110,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9921743,4500,2018/04/30,2,2 Day Debit,2,T,200.00,3,
9995532,3854,2018/04/30,2,2 Day Debit,4,N,88.00,3,
10353802,2673,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9955237,2436,2018/04/30,2,2 Day Debit,3,Z,337.00,3,
10353251,2783,2018/04/30,1,2 Day Debit,1,N,301.00,3,
10353702,2617,2018/04/30,1,2 Day Debit,3,L,100.00,3,
10354153,5356,2018/04/30,1,2 Day Debit,3,Z,237.00,3,
6149906,2610,2018/04/30,9,2 Day Debit,31,C,294.60,3,
10354170,4127,2018/04/30,1,2 Day Debit,3,M,301.00,3,
9921211,4983,2018/04/30,2,2 Day Debit,2,M,145.00,3,
9921662,4562,2018/04/30,2,2 Day Debit,2,N,186.00,3,
9921745,4500,2018/04/30,2,2 Day Debit,2,T,253.00,3,
9922196,4269,2018/04/30,2,2 Day Debit,2,N,210.00,3,
9994960,4367,2018/04/30,2,2 Day Debit,3,N,153.00,3,
9954461,2492,2018/04/30,2,2 Day Debit,3,F,145.00,3,
10353977,3673,2018/04/30,1,2 Day Debit,3,N,153.00,3,
10353623,2209,2018/04/30,1,2 Day Debit,1,N,300.00,3,
9922406,3881,2018/04/30,2,2 Day Debit,2,S,298.00,3,
9995019,4234,2018/04/30,2,2 Day Debit,3,B,300.00,3,
10353877,4023,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9921601,4596,2018/04/30,2,2 Day Debit,2,P,150.00,3,
9921855,4313,2018/04/30,2,2 Day Debit,2,B,200.00,3,
9946923,3279,2018/04/30,2,2 Day Debit,3,N,145.00,3,
9994919,4409,2018/04/30,2,2 Day Debit,3,Z,250.00,3,
9995370,2996,2018/04/30,2,2 Day Debit,4,P,301.00,3,
10354091,5566,2018/04/30,1,2 Day Debit,3,B,295.00,3,
9946937,3275,2018/04/30,2,2 Day Debit,3,N,200.00,3,
10353991,5344,2018/04/30,1,2 Day Debit,3,N,153.00,3,
9920147,5061,2018/04/30,2,2 Day Debit,2,A,157.00,3,
10353123,3945,2018/04/30,1,2 Day Debit,1,M,300.00,3,
10353574,5358,2018/04/30,1,2 Day Debit,1,B,210.00,3,
9995055,4031,2018/04/30,2,2 Day Debit,3,M,170.00,3,
9995506,3481,2018/04/30,2,2 Day Debit,3,T,300.00,3,
10353023,2333,2018/04/30,1,2 Day Debit,1,N,300.00,3,
10353474,3831,2018/04/30,1,2 Day Debit,2,A,300.00,3,
9955211,2385,2018/04/30,2,2 Day Debit,3,O,150.00,3,
9955038,2192,2018/04/30,2,2 Day Debit,2,N,250.00,3,
10353597,4445,2018/04/30,1,2 Day Debit,1,N,50.00,3,
10353243,2011,2018/04/30,1,2 Day Debit,1,S,300.00,3,
10353811,5208,2018/04/30,1,2 Day Debit,3,M,300.00,3,
10354122,3167,2018/04/30,1,2 Day Debit,3,N,153.00,3,
9916759,5290,2018/04/30,2,2 Day Debit,2,N,370.00,3,
9921446,4745,2018/04/30,2,2 Day Debit,2,S,300.00,3,
10354179,2136,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9921600,4596,2018/04/30,2,2 Day Debit,2,P,145.00,3,
9916645,5461,2018/04/30,2,2 Day Debit,2,H,200.00,3,
9916802,5230,2018/04/30,2,2 Day Debit,2,N,200.00,3,
9955417,2482,2018/04/30,2,2 Day Debit,3,N,253.00,3,
8777870,3481,2018/04/30,4,2 Day Debit,5,T,150.00,3,
10353054,2192,2018/04/30,1,2 Day Debit,1,N,78.00,3,
9916745,5329,2018/04/30,2,2 Day Debit,2,P,370.00,3,
9921432,4773,2018/04/30,2,2 Day Debit,2,N,201.00,3,
10352954,2899,2018/04/30,1,2 Day Debit,1,L,7.00,3,
10353111,2016,2018/04/30,1,2 Day Debit,1,P,300.00,3,
9922761,3787,2018/04/30,2,2 Day Debit,2,T,200.00,3,
9955042,2192,2018/04/30,2,2 Day Debit,2,N,178.00,3,
9955199,2364,2018/04/30,2,2 Day Debit,3,A,146.00,3,
10353011,2443,2018/04/30,1,2 Day Debit,1,A,37.00,3,
10353903,5347,2018/04/30,1,2 Day Debit,3,N,300.00,3,
9919357,5194,2018/04/30,2,2 Day Debit,2,N,157.00,3,
